file,type,inSitemap,severity,code,detail
guides/stock-tax-domestic-loss-overseas-gain-no-offset.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/svg-cleaner-editor-namespace-bloat-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/svg-cleaner-editor-namespace-bloat.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/svg-viewer-script-execution-blocked-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/svg-viewer-script-execution-blocked.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/system-prompt-fixed-clauses-roleplay-conflict-en.html,guide-en,True,P2,short-desc,description 16자
guides/system-prompt-fixed-clauses-roleplay-conflict.html,guide,True,P2,short-desc,description 22자
guides/tailwind-color-cielab-perceptual-distance-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/tailwind-color-cielab-perceptual-distance.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-case-camelcase-vs-kebab-case-origin-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-case-camelcase-vs-kebab-case-origin.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-diff-lcs-algorithm-explained-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-diff-lcs-algorithm-explained.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-encryptor-caesar-to-aes-history-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-encryptor-caesar-to-aes-history.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-reverser-emoji-surrogate-pair-break-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-reverser-emoji-surrogate-pair-break.html,guide,True,P2,short-desc,description 20자
guides/text-reverser-emoji-surrogate-pair-break.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-shuffler-fisher-yates-bias-en.html,guide-en,True,P1,no-desc,meta description 없음
guides/text-shuffler-fisher-yates-bias-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-shuffler-fisher-yates-bias.html,guide,True,P1,no-desc,meta description 없음
guides/text-shuffler-fisher-yates-bias.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-sorter-natural-sort-numeric-order-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-sorter-natural-sort-numeric-order.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-statistics-flesch-korean-limitation-en.html,guide-en,True,P2,short-desc,description 13자
guides/text-statistics-flesch-korean-limitation-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/text-statistics-flesch-korean-limitation.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/timezone-30-45-minute-offsets.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/timezone-meeting-midnight-crossing-merge.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/tip-service-charge-vs-tip-country-comparison.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/transparent-background-color-key-tolerance-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/transparent-background-color-key-tolerance.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/typing-speed-wpm-5-char-word-standard-en.html,guide-en,True,P2,fixed-wide,min-width:440px 고정폭(모바일 넘침 위험)
guides/typing-speed-wpm-5-char-word-standard.html,guide,True,P2,fixed-wide,min-width:440px 고정폭(모바일 넘침 위험)
guides/ulid-crockford-base32-no-ilou-en.html,guide-en,True,P2,short-desc,description 4자
guides/ulid-crockford-base32-no-ilou-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/ulid-crockford-base32-no-ilou.html,guide,True,P2,short-desc,description 20자
guides/ulid-crockford-base32-no-ilou.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/unicode-escape-js-json-python-comparison-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/unicode-escape-js-json-python-comparison.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/unicode-homograph-phishing-domains-en.html,guide-en,True,P2,short-desc,description 17자
guides/unicode-homograph-phishing-domains.html,guide,True,P2,short-desc,description 6자
guides/unit-converter-gb-vs-gib-binary-decimal-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/unit-converter-gb-vs-gib-binary-decimal.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/url-decoding-plus-sign-double-decode-en.html,guide-en,True,P2,short-desc,description 30자
guides/url-decoding-plus-sign-double-decode-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/url-decoding-plus-sign-double-decode.html,guide,True,P2,short-desc,description 20자
guides/url-decoding-plus-sign-double-decode.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/url-double-encoding-plus-vs-percent20-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/url-double-encoding-plus-vs-percent20.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/user-agent-applewebkit-537-36-legacy-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/user-agent-applewebkit-537-36-legacy.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/uuid-crypto-randomuuid-collision-probability-en.html,guide-en,True,P2,short-desc,description 28자
guides/uuid-crypto-randomuuid-collision-probability-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/uuid-crypto-randomuuid-collision-probability.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/uuid-extractor-version-variant-regex-detection-en.html,guide-en,True,P2,fixed-wide,min-width:440px 고정폭(모바일 넘침 위험)
guides/uuid-extractor-version-variant-regex-detection.html,guide,True,P2,fixed-wide,min-width:440px 고정폭(모바일 넘침 위험)
guides/uuid-variant-bits-fourth-group-en.html,guide-en,True,P2,short-desc,description 9자
guides/uuid-variant-bits-fourth-group-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/uuid-variant-bits-fourth-group.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/vat-global-highest-lowest-uk-4-tier.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/vat-simplified-taxpayer-1-5-4-percent.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/webhook-signature-github-stripe-slack-differ-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/webhook-signature-github-stripe-slack-differ.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/webhook-signature-timing-attack-constant-time-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/webhook-signature-timing-attack-constant-time.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/whois-rdap-protocol-transition-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/whois-rdap-protocol-transition.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/word-counter-lexical-diversity-ttr-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/word-counter-lexical-diversity-ttr.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/word-frequency-percentage-denominator-basis-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/word-frequency-percentage-denominator-basis.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/wpm-korean-typing-vs-english-conversion-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/wpm-korean-typing-vs-english-conversion.html,guide,True,P2,short-desc,description 11자
guides/wpm-korean-typing-vs-english-conversion.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/xml-validator-well-formed-vs-valid-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/xml-validator-well-formed-vs-valid.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/yaml-diff-regex-comment-false-positive-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/yaml-diff-regex-comment-false-positive.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/yaml-to-json-kubernetes-multi-document-error-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/yaml-to-json-kubernetes-multi-document-error.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/youtube-thumbnail-text-10-char-limit-en.html,guide-en,True,P2,short-desc,description 34자
guides/youtube-title-thumbnail-redundancy-en.html,guide-en,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
guides/youtube-title-thumbnail-redundancy.html,guide,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
hash-checker.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
hash-generator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 2개
hashtag-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
health-insurance-calc.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
health-insurance.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 3개
heic-to-jpg.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
hmac-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
hreflang-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
htaccess-generator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 7개
html-decoder.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
html-encoder.html,tool,True,P2,multi-h1,<h1> 2개
html-encoder.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
html-minifier.html,tool,True,P2,multi-h1,<h1> 2개
html-minifier.html,tool,True,P1,unlabeled-input,라벨 없는 입력 6개
html-to-markdown.html,tool,True,P2,multi-h1,<h1> 2개
html-to-markdown.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
html-to-markdown.html,tool,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
html-to-markdown.html,tool,True,P1,script-backtick,인라인 script 백틱 홀수(템플릿리터럴 깨짐 가능)
http-header-checker.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 2개
http-header-checker.html,tool-calc,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
http-request-builder.html,tool,True,P1,unlabeled-input,라벨 없는 입력 7개
ico-converter.html,tool,True,P1,unlabeled-input,라벨 없는 입력 7개
image-color-extractor.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
image-compressor.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 3개
image-cropper.html,tool,True,P1,unlabeled-input,라벨 없는 입력 6개
image-dimension-checker.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
image-dpi-checker.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
image-prompt-generator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 6개
image-resizer.html,tool,True,P1,unlabeled-input,라벨 없는 입력 6개
image-rotator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
image-to-pdf.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
image-to-webp.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
image-watermark.html,tool,True,P1,unlabeled-input,라벨 없는 입력 6개
income-tax.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 5개
index.html,index,True,P2,unlabeled-input,라벨 없는 입력 1개
inflation-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
inheritance-tax.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 6개
investment-return-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 6개
ip-address-lookup.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
javascript-beautifier.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
javascript-beautifier.html,tool,True,P1,script-backtick,인라인 script 백틱 홀수(템플릿리터럴 깨짐 가능)
javascript-minifier.html,tool,True,P1,unlabeled-input,라벨 없는 입력 7개
jpg-to-avif.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
jpg-to-heic.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
json-diff.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
json-flattener.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
json-formatter.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
json-minifier.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
json-path-tester.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
json-schema-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 6개
json-schema-validator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 2개
json-to-csv.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
json-to-xml.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
json-to-yaml.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
json-to-yaml.html,tool,True,P1,script-backtick,인라인 script 백틱 홀수(템플릿리터럴 깨짐 가능)
json-validator.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
json-viewer.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
jwt-decoder.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
jwt-generator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
keyword-cannibalization-checker.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
keyword-density-checker.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
keyword-difficulty-estimator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
keyword-extractor.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
keyword-grouping-tool.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
korean-age.html,tool-calc,True,P2,unlabeled-input,라벨 없는 입력 1개
line-counter.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
line-merger.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
loan-calc.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 3개
loan-calculator-en.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 5개
loan-payoff-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
lorem-ipsum-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
ltv-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
macro-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 9개
margin-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
markdown-chat-exporter.html,tool,True,P1,unlabeled-input,라벨 없는 입력 9개
markdown-preview.html,tool,True,P2,multi-h1,<h1> 2개
markdown-preview.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
markdown-preview.html,tool,True,P1,script-backtick,인라인 script 백틱 홀수(템플릿리터럴 깨짐 가능)
meeting-cost-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 5개
meta-description-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
meta-tag-analyzer.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
meta-tag-generator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 25개
mime-type-finder.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
minimum-wage.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 2개
mortgage-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 5개
nanoid-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
national-pension-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
national-pension.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 3개
naverfc35bcbb70f824fb8fba2e8491a4dbec.html,tool,False,P1,no-main,<main> 없음
naverfc35bcbb70f824fb8fba2e8491a4dbec.html,tool,False,P1,no-skiplink,skip link 없음(theme-instrument.js 미로드 & 인라인 없음)
naverfc35bcbb70f824fb8fba2e8491a4dbec.html,tool,False,P1,no-h1,<h1> 없음
naverfc35bcbb70f824fb8fba2e8491a4dbec.html,tool,False,P1,no-lang,<html lang> 없음
naverfc35bcbb70f824fb8fba2e8491a4dbec.html,tool,False,P0,no-title,<title> 비어있음
naverfc35bcbb70f824fb8fba2e8491a4dbec.html,tool,False,P1,no-desc,meta description 없음
naverfc35bcbb70f824fb8fba2e8491a4dbec.html,tool,False,P1,no-canonical,canonical 없음
naverfc35bcbb70f824fb8fba2e8491a4dbec.html,tool,False,P2,no-theme-color,theme-color 없음
naverfc35bcbb70f824fb8fba2e8491a4dbec.html,tool,False,P1,no-seo,SEO 본문 컨테이너 없음
nginx-config-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 7개
ngram-analyzer.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
number-converter.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
open-graph-generator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 13개
open-graph-preview.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
overtime-pay.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 6개
pace-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 12개
palindrome-checker.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
parental-leave.html,tool-calc,True,P2,unlabeled-input,라벨 없는 입력 1개
password-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 7개
payslip-calc.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 9개
pdf-compressor.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
pdf-extract-images.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
pdf-merge.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
pdf-metadata-remover.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
pdf-metadata-viewer.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
pdf-metadata-viewer.html,tool,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
pdf-ocr.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
pdf-page-counter.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
pdf-password-adder.html,tool,True,P1,unlabeled-input,라벨 없는 입력 7개
pdf-password-remover.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
pdf-reorder-pages.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
pdf-rotate.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
pdf-size-analyzer.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
pdf-split.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
pdf-to-image.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
pdf-to-text.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
pdf-watermark.html,tool,True,P1,unlabeled-input,라벨 없는 입력 7개
pdf-word-counter.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
percent-calc.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 10개
pixelate-image.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
png-to-jpg.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
png-to-svg.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
pomodoro-timer.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
pregnancy-due-date.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
prepayment-fee.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
privacy.html,info,True,P2,multi-h1,<h1> 4개
privacy.html,info,True,P2,maybe-english,ko 페이지인데 가시 영문 비중 과다
profit-calculator.html,tool-calc,True,P2,unlabeled-input,라벨 없는 입력 1개
prompt-cleaner.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 3개
prompt-formatter.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
prompt-optimizer.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
prompt-template-generator.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
prompt-variable-extractor.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
property-tax.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 2개
qr-code-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 11개
qr-code-generator.html,tool,True,P2,fixed-wide,min-width:640px 고정폭(모바일 넘침 위험)
random-string.html,tool,True,P1,unlabeled-input,라벨 없는 입력 7개
random-word-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
read-time-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 2개
reading-level-checker.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
realestate-fee.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
realestate-fee.html,tool-calc,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
redirect-checker.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
regex-cheatsheet.html,tool,True,P1,unlabeled-input,라벨 없는 입력 8개
regex-cheatsheet.html,tool,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
regex-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
regex-tester.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
remove-duplicate-lines.html,tool,True,P1,unlabeled-input,라벨 없는 입력 6개
remove-duplicate-words.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
remove-empty-lines.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
remove-special-characters.html,tool,True,P1,unlabeled-input,라벨 없는 입력 10개
remove-special-characters.html,tool,True,P1,script-backtick,인라인 script 백틱 홀수(템플릿리터럴 깨짐 가능)
rent-convert.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 6개
retirement-calc.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 7개
retirement-pension.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 6개
robots-txt-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 6개
robots-txt-validator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
roi-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
rsa-key-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
salary-negotiation.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 3개
salary-per-hour-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
salary-raise.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
salary-reverse.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 3개
salary.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 3개
savings-calc.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 2개
schema-markup-generator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 10개
schema-validator.html,tool-calc,True,P2,unlabeled-input,라벨 없는 입력 1개
sentence-counter.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
sentence-counter.html,tool,True,P2,fixed-wide,min-width:501px 고정폭(모바일 넘침 위험)
seo-title-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
serp-snippet-preview.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
severance-tax.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 2개
severance.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
sip-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 6개
sitemap-extractor.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
sitemap-extractor.html,tool,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
sitemap-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 6개
sitemap-validator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
sitemap-validator.html,tool,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
sleep-calculator.html,tool-calc,True,P2,unlabeled-input,라벨 없는 입력 1개
slug-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
split-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 7개
sql-formatter.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
sql-minifier.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
sql-query-explainer.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
sql-to-json.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
sql-validator.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
ssh-key-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
ssl-checker.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
ssl-decoder.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
stock-tax.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 4개
stopword-remover.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
svg-cleaner.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
svg-to-png.html,tool,True,P1,unlabeled-input,라벨 없는 입력 4개
svg-viewer.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
system-prompt-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 7개
tailwind-color-generator.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
terms.html,info,True,P2,multi-h1,<h1> 4개
terms.html,info,True,P2,maybe-english,ko 페이지인데 가시 영문 비중 과다
text-case-detector.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
text-cleaner.html,tool,True,P1,unlabeled-input,라벨 없는 입력 6개
text-cleaner.html,tool,True,P1,script-backtick,인라인 script 백틱 홀수(템플릿리터럴 깨짐 가능)
text-diff-checker.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
text-diff-checker.html,tool,True,P2,table-no-scroll,<table>에 가로스크롤 래퍼 없음
text-encryptor.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
text-merger.html,tool,True,P1,unlabeled-input,라벨 없는 입력 5개
text-reverser.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
text-shuffler.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
text-similarity-checker.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
text-sorter.html,tool,True,P1,unlabeled-input,라벨 없는 입력 6개
text-statistics.html,tool,True,P2,unlabeled-input,라벨 없는 입력 1개
text-summarizer.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
time-calculator.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 8개
time-zone-meeting-planner.html,tool,True,P1,unlabeled-input,라벨 없는 입력 2개
timestamp.html,tool-calc,True,P1,unlabeled-input,라벨 없는 입력 7개
timezone-converter.html,tool,True,P1,unlabeled-input,라벨 없는 입력 3개
